timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temperature,humidity,current,motorVoltage,label
5413,-0.0105,-0.9978,0.0559,-0.7939,6.1069,0.4656,40.0,45.7,1.1335,0.6217,0
5649,-0.0125,-0.9976,0.0593,-0.8168,6.4427,0.771,40.0,45.7,1.133,0.6353,0
5860,-0.0093,-1.0,0.0593,-0.5725,6.0611,0.687,40.0,45.7,1.1331,0.6364,0
6072,-0.0073,-1.0007,0.0544,-0.6489,5.9008,0.2595,40.0,45.7,1.1314,0.6395,0
6284,-0.0112,-0.999,0.0547,-0.687,6.0458,0.5496,40.0,45.7,1.1335,0.6825,0
6495,-0.0132,-0.9966,0.0525,-0.4809,5.9237,0.4733,40.0,45.7,1.1354,0.6795,0
6707,-0.0059,-0.999,0.053,-0.5115,5.9466,0.6641,40.0,45.7,1.1388,0.686,0
6918,-0.0059,-0.9971,0.0542,-0.6031,6.0153,0.3664,40.0,45.7,1.1338,0.6883,0
7130,-0.0088,-1.0005,0.0552,-0.6183,5.9847,0.4656,40.0,45.7,1.1344,0.6823,0
7342,-0.0149,-0.9956,0.0547,-0.8626,5.9008,0.4198,40.0,45.7,1.1375,0.6871,0
7553,-0.0068,-0.9968,0.0518,-0.771,6.0382,0.4733,40.0,20.0,1.1393,6.1792,0
7789,-0.0039,-0.9963,0.052,-0.5267,5.7863,0.6031,40.0,20.0,1.1317,6.1565,0
8000,-0.009,-0.9956,0.0544,-0.5878,5.771,0.6794,40.0,20.0,1.1369,6.1574,0
8212,-0.0054,-0.9932,0.0608,-0.7557,5.9237,0.2977,40.0,20.0,1.1359,6.1828,0
8424,-0.0095,-1.0002,0.0518,-0.542,5.9466,0.4122,40.0,20.0,1.1355,6.1612,0
8635,-0.0078,-0.9993,0.0574,-0.3359,5.8092,0.5802,40.0,20.0,1.1429,6.2065,0
8847,-0.009,-0.9963,0.0549,-0.5496,6.084,0.5496,40.0,20.0,1.1418,6.2059,0
9058,-0.0085,-0.9983,0.0525,-0.374,5.8702,0.2977,40.0,20.0,1.1443,6.1904,0
9270,-0.0083,-0.9958,0.0569,-0.7481,5.6718,0.4122,40.0,20.0,1.1336,6.1645,0
9482,-0.0095,-0.9958,0.0508,-0.4504,5.8626,0.5267,40.0,20.0,1.1407,6.206,0
9693,-0.0068,-1.0017,0.0554,-0.6947,6.0916,0.6947,39.9,20.0,1.1393,6.1872,0
9929,-0.01,-0.9958,0.0601,-0.5496,6.0534,0.7023,39.9,20.0,1.1372,6.1694,0
10140,-0.0117,-1.0037,0.0581,-0.7023,5.8321,0.5725,39.9,20.0,1.1329,6.1579,0
10352,-0.0022,-1.0012,0.0537,-0.7786,5.5267,0.3053,39.9,20.0,1.1328,6.1876,0
10563,-0.0078,-0.9988,0.0547,-0.6718,5.6947,0.6718,39.9,20.0,1.1425,6.1583,0
10775,-0.0068,-0.9946,0.0581,-0.7023,5.687,0.5115,39.9,20.0,1.139,6.153,0
10987,-0.01,-1.0007,0.0549,-0.6412,5.9313,0.458,39.9,20.0,1.1377,6.1738,0
11199,-0.0042,-0.9995,0.0532,-0.4046,5.7252,0.6183,39.9,20.0,1.1354,6.149,0
11410,-0.0093,-1.0007,0.0569,-0.5649,5.9542,0.3664,39.9,20.0,1.1411,6.1563,0
11622,-0.0068,-0.9988,0.0608,-0.7328,5.9466,0.5878,39.9,20.0,1.1302,6.188,0
11833,-0.0068,-0.9985,0.0559,-0.5878,5.9847,0.4733,39.9,20.0,1.1325,6.1861,0
12070,-0.0049,-1.0002,0.0505,-0.7481,5.9237,0.7328,39.9,20.0,1.1323,6.1537,0
12281,-0.009,-1.0005,0.0581,-0.5038,5.8015,0.5115,39.9,20.0,1.1316,6.1576,0
12493,-0.0071,-1.0,0.0569,-0.5649,5.7405,0.2977,39.9,20.0,1.1411,6.17,0
12704,-0.0085,-0.9976,0.0591,-0.4275,6.0229,0.4198,39.9,20.0,1.1406,6.1323,0
12916,-0.0068,-0.9983,0.0522,-0.7328,5.9084,0.6641,39.9,20.0,1.1361,6.2195,0
13127,-0.0098,-0.9963,0.0566,-0.458,6.0763,0.7252,39.9,20.0,1.1454,6.1932,0
13339,-0.0088,-1.0002,0.054,-0.4733,5.8779,0.7252,39.9,20.0,1.142,6.1965,0
13551,-0.0093,-0.9973,0.0527,-0.5573,5.7557,0.3664,39.9,20.0,1.1418,6.2046,0
13762,-0.0093,-0.9983,0.0537,-0.458,6.1221,0.4885,39.9,20.0,1.1326,6.1912,0
13974,-0.0076,-0.9993,0.063,-0.6794,6.084,0.1908,39.9,20.0,1.1324,6.1624,0
14210,-0.0066,-1.0007,0.0544,-0.3206,6.1298,0.5344,39.9,20.0,1.133,6.1526,0
14421,-0.0066,-0.9976,0.0562,-0.4504,5.8397,0.6641,39.9,20.0,1.141,6.171,0
14633,-0.0085,-0.9985,0.0598,-0.6947,5.8931,0.626,39.9,20.0,1.1335,6.158,0
14844,-0.0127,-0.9985,0.0486,-0.5725,5.7176,0.5038,39.9,20.0,1.1368,6.1884,0
15056,-0.0071,-0.9988,0.0581,-0.7328,5.7481,0.374,39.9,20.0,1.1408,6.2213,0
15268,-0.011,-1.0022,0.0549,-0.7863,5.9389,0.6336,39.9,20.0,1.1385,6.1917,0
15479,-0.0071,-0.998,0.052,-0.5191,5.9389,0.626,39.9,20.0,1.1389,6.1933,0
15691,-0.0049,-0.999,0.0603,-0.855,5.916,0.5344,39.9,20.0,1.1387,6.222,0
15903,-0.0049,-0.9978,0.0564,-0.8855,5.9389,0.5878,39.9,20.0,1.1403,6.198,0
16114,-0.009,-0.999,0.0571,-0.8321,5.9389,0.5038,39.9,20.0,1.1399,6.1897,0
16350,-0.0107,-0.9961,0.0518,-0.4809,6.0,0.5191,39.9,20.0,1.1376,6.16,0
16561,-0.0056,-0.9949,0.0552,-0.7023,5.7557,0.9924,39.9,20.0,1.1361,6.159,0
16773,-0.0127,-1.0002,0.0505,-0.5191,5.5267,0.5725,39.9,20.0,1.1328,6.1773,0
16984,-0.0093,-0.9978,0.0547,-0.7252,5.8855,0.5267,39.9,20.0,1.1348,6.1615,0
17196,-0.011,-1.0022,0.0549,-0.6489,5.9618,0.6641,39.9,20.0,1.1326,6.2167,0
17408,-0.0081,-0.9988,0.0527,-0.6565,5.8702,0.6031,39.9,20.0,1.141,6.208,0
17619,-0.0076,-1.001,0.054,-0.3588,6.0916,0.4122,39.9,20.0,1.1398,6.1983,0
17831,-0.0076,-0.9976,0.0603,-0.6183,5.7557,0.6641,39.9,20.0,1.1455,6.2117,0
18043,-0.0061,-0.9998,0.0579,-0.7939,5.7786,0.5344,39.9,20.0,1.1383,6.2146,0
18254,-0.0076,-1.002,0.0527,-0.6718,5.8931,0.3282,39.9,21.5,1.1394,6.1764,0
18490,-0.0081,-0.9949,0.0605,-0.6336,5.8473,0.7176,39.9,21.5,1.1344,6.1671,0
18701,-0.0068,-0.998,0.0637,-0.7786,5.7786,0.6718,39.9,21.5,1.1282,6.1591,0
18913,-0.01,-1.0002,0.0532,-0.3511,5.9695,0.4122,39.9,21.5,1.1344,6.1904,0
19124,-0.009,-1.0247,0.0715,-1.6641,6.0229,0.7252,39.9,21.5,1.135,6.1932,0
19336,-0.0044,-0.9971,0.0496,-0.5878,5.9542,0.5954,39.9,21.5,1.1453,6.1799,0
19548,-0.0161,-0.9978,0.05,-0.4351,5.6565,0.7252,39.9,21.5,1.1337,6.2057,0
19759,-0.0088,-0.9968,0.0562,-0.4122,6.084,0.5878,39.9,21.5,1.139,6.158,0
19971,-0.0083,-0.999,0.0586,-0.6489,6.1374,0.4275,39.9,21.5,1.1387,6.2245,0
20183,-0.0112,-0.9966,0.0552,-0.6031,5.6183,0.6794,39.9,21.5,1.144,6.2023,0
20394,-0.0129,-1.0012,0.0566,-0.7939,6.0382,0.7023,39.8,20.0,1.1321,6.1846,0
20630,0.001,-0.9966,0.0537,-0.5038,6.1298,0.4885,39.8,20.0,1.1362,6.1407,0
20841,-0.0039,-1.0005,0.0569,-0.6412,6.3282,0.7176,39.8,20.0,1.1303,6.1571,0
